Date,Open,High,Low,Close,Adj Close,Volume
2010-03-16,62.759998,62.950001,62.299999,62.480000,45.789894,5827100
2010-03-17,62.500000,63.220001,62.500000,62.880001,46.083046,5771400
2010-03-18,62.959999,64.489998,62.500000,64.419998,47.211674,7749200
2010-03-19,64.330002,64.940002,64.019997,64.330002,47.145702,7976500
2010-03-22,64.010002,64.650002,63.849998,63.959999,46.874542,3829600
2010-03-23,64.080002,64.709999,63.700001,64.620003,47.358238,4073400
2010-03-24,64.540001,64.599998,63.540001,63.770000,46.735306,4127800
2010-03-25,64.040001,64.489998,63.540001,63.650002,46.647350,4120000
2010-03-26,63.720001,64.269997,63.450001,63.669998,46.662010,2906000
2010-03-29,63.799999,64.570000,63.720001,64.129997,46.999138,3226100
2010-03-30,64.300003,64.949997,64.160004,64.529999,47.292290,3493100
2010-03-31,64.360001,64.599998,63.860001,64.410004,47.204334,3177900
2010-04-01,64.709999,64.940002,63.709999,64.150002,47.013794,3573900
2010-04-05,64.419998,64.620003,64.010002,64.180000,47.035778,3827300
2010-04-06,63.959999,64.449997,63.770000,64.220001,47.065098,3543000
2010-04-07,64.019997,64.099998,63.250000,63.669998,46.662010,4836600
2010-04-08,63.639999,64.389999,63.029999,64.269997,47.101734,4319600
2010-04-09,64.279999,64.599998,63.990002,64.440002,47.226330,2790700
2010-04-12,64.809998,64.989998,64.660004,64.760002,47.460846,3687800
2010-04-13,64.389999,65.169998,64.239998,64.879997,47.548794,4793600
2010-04-14,64.900002,65.519997,64.769997,65.449997,47.966534,6098900
2010-04-15,68.500000,69.739998,68.379997,68.889999,50.487610,15257900
2010-04-16,68.900002,69.540001,68.000000,68.209999,49.989243,8515500
2010-04-19,68.110001,68.550003,67.730003,68.290001,50.047890,5006500
2010-04-20,68.800003,69.059998,67.610001,68.059998,49.879326,5222600
2010-04-21,68.250000,68.870003,68.080002,68.120003,49.923302,3890900
2010-04-22,67.930000,68.360001,67.139999,68.260002,50.025906,4666300
2010-04-23,68.440002,68.900002,67.750000,68.860001,50.465611,4269300
2010-04-26,68.959999,69.449997,68.470001,68.519997,50.216438,6395400
2010-04-27,68.410004,68.470001,65.730003,66.220001,48.530842,8133600
2010-04-28,66.930000,68.379997,66.620003,68.309998,50.062534,7691300
2010-04-29,68.699997,69.949997,68.550003,69.699997,51.081230,5838400
2010-04-30,69.750000,70.309998,68.959999,69.139999,50.670830,7025900
2010-05-03,69.489998,70.889999,69.150002,70.699997,51.814110,5424700
2010-05-04,69.980003,69.980003,68.110001,68.940002,50.524254,6279200
2010-05-05,67.930000,68.290001,66.660004,67.180000,49.234379,8384200
2010-05-06,66.839996,67.440002,61.250000,65.000000,47.636730,11149400
2010-05-07,64.650002,65.129997,62.959999,63.930000,46.852554,8678000
2010-05-10,66.000000,67.900002,65.730003,67.480003,49.454258,7940600
2010-05-11,66.879997,68.040001,66.510002,66.989998,49.095142,4941200
2010-05-12,67.290001,68.690002,66.930000,68.230003,50.003906,4184400
2010-05-13,67.739998,67.989998,66.699997,66.790001,49.288094,3586500
2010-05-14,66.279999,66.680000,65.180000,65.750000,48.520611,4656400
2010-05-17,65.910004,66.480003,64.489998,65.550003,48.373032,4882700
2010-05-18,66.150002,66.639999,64.870003,65.290001,48.181152,4282200
2010-05-19,64.720001,65.480003,64.139999,65.129997,48.063084,5304000
2010-05-20,64.120003,64.919998,63.220001,63.430000,46.808563,7218400
2010-05-21,62.529999,63.450001,61.500000,62.380001,46.033707,13071700
2010-05-24,62.049999,63.000000,61.630001,61.650002,45.494995,6607100
2010-05-25,60.250000,62.049999,59.529999,61.970001,45.731140,7427100
2010-05-26,62.500000,62.970001,61.560001,61.959999,45.723759,5863000
2010-05-27,63.080002,63.619999,62.139999,63.570000,46.911877,4861100
2010-05-28,63.250000,63.410000,62.029999,62.759998,46.314117,4276800
2010-06-01,62.110001,62.509998,61.099998,61.169998,45.140778,5406500
2010-06-02,61.570000,62.650002,60.919998,62.590000,46.188675,4652600
2010-06-03,62.750000,63.349998,62.259998,63.009998,46.498627,3619700
2010-06-04,61.820000,62.040001,60.090000,60.560001,44.690632,5186400
2010-06-07,60.560001,60.580002,58.330002,58.450001,43.133533,7057100
2010-06-08,58.419998,59.090000,57.509998,58.970001,43.517269,7424300
2010-06-09,59.209999,59.980000,58.380001,58.619999,43.258987,5420700
2010-06-10,59.799999,61.000000,59.500000,60.840000,44.897263,6315700
2010-06-11,60.430000,61.349998,60.139999,61.200001,45.162926,4411200
2010-06-14,61.700001,62.509998,61.029999,61.080002,45.074360,3873300
2010-06-15,61.599998,62.759998,61.400002,62.660000,46.240337,4834900
2010-06-16,62.320000,63.490002,62.200001,62.410000,46.055847,8791700
2010-06-17,62.919998,62.919998,61.389999,62.200001,45.900875,5598500
2010-06-18,62.259998,62.529999,62.000000,62.500000,46.122265,5100000
2010-06-21,63.029999,63.439999,61.840000,62.169998,45.878731,5075400
2010-06-22,62.099998,62.290001,60.110001,60.400002,44.572559,6483100
2010-06-23,60.400002,60.889999,59.639999,60.380001,44.557808,3502600
2010-06-24,60.169998,61.020000,59.779999,60.090000,44.343784,4603500
2010-06-25,60.139999,60.400002,59.500000,60.349998,44.535656,4359700
2010-06-28,60.349998,60.580002,59.509998,59.630001,44.004341,2573100
2010-06-29,59.000000,59.000000,57.029999,57.540001,42.461998,6077500
2010-06-30,57.340000,58.259998,56.700001,56.889999,41.982330,4703900
2010-07-01,57.459999,58.139999,56.869999,58.000000,42.801464,6305900
2010-07-02,57.990002,58.250000,56.470001,56.759998,41.886391,4630300
2010-07-06,57.340000,58.220001,56.610001,57.200001,42.211098,4749400
2010-07-07,57.279999,59.619999,57.279999,59.470001,43.886261,6372400
2010-07-08,59.830002,60.380001,59.259998,59.959999,44.247849,4122500
2010-07-09,60.000000,60.290001,59.549999,60.060001,44.321659,2700000
2010-07-12,60.389999,60.500000,59.439999,60.020000,44.292126,3555100
2010-07-13,60.689999,61.650002,60.660000,61.299999,45.236721,5123400
2010-07-14,61.250000,62.340000,61.250000,61.759998,45.576176,4290000
2010-07-15,61.810001,61.849998,60.419998,61.340000,45.266235,3607000
2010-07-16,60.990002,61.290001,59.450001,59.680000,44.041233,6274700
2010-07-19,59.849998,60.639999,59.230000,60.459999,44.616829,4435000
2010-07-20,59.860001,60.950001,59.270000,60.880001,44.926781,3071100
2010-07-21,61.439999,61.439999,59.369999,60.009998,44.284740,4417600
2010-07-22,63.000000,64.309998,62.599998,63.150002,46.601933,11500700
2010-07-23,63.360001,64.000000,62.900002,63.669998,46.985668,4716200
2010-07-26,64.720001,65.000000,64.169998,64.879997,47.878605,4998000
2010-07-27,65.059998,65.250000,64.550003,64.660004,47.716251,4474000
2010-07-28,64.599998,65.290001,64.279999,64.800003,47.819576,4010300
2010-07-29,65.099998,65.320000,64.150002,64.389999,47.517002,3781200
2010-07-30,63.950001,65.349998,63.639999,65.000000,47.967152,5191500
2010-08-02,65.730003,66.650002,65.220001,66.599998,49.147884,5489500
2010-08-03,66.480003,66.760002,65.809998,66.599998,49.147884,5170600
2010-08-04,66.680000,67.699997,66.570000,67.379997,49.723488,4940100
2010-08-05,66.870003,67.720001,66.620003,67.419998,49.752998,4357700
2010-08-06,66.669998,67.489998,66.000000,66.699997,49.221668,4663600
2010-08-09,67.080002,67.720001,66.949997,67.419998,49.752998,2623300
2010-08-10,66.989998,67.540001,66.680000,67.209999,49.598034,4724800
2010-08-11,66.320000,66.620003,64.790001,65.209999,48.122124,5524900
2010-08-12,63.980000,64.730003,63.560001,64.480003,47.928871,3950500
2010-08-13,64.220001,64.800003,64.120003,64.440002,47.899136,3299900
2010-08-16,64.029999,64.940002,63.730000,64.650002,48.055233,2895800
2010-08-17,65.110001,66.550003,65.040001,66.019997,49.073570,4400400
2010-08-18,65.930000,66.599998,65.379997,66.169998,49.185059,3845400
2010-08-19,65.820000,66.180000,64.830002,65.419998,48.627571,5560200
2010-08-20,64.910004,65.169998,64.379997,65.099998,48.389721,4976900
2010-08-23,65.690002,66.180000,65.190002,65.220001,48.478912,3380500
2010-08-24,64.440002,64.800003,63.709999,63.849998,47.460571,6716100
2010-08-25,63.340000,63.650002,62.610001,63.349998,47.088909,4544700
2010-08-26,63.549999,64.260002,63.320000,63.430000,47.148384,3493900
2010-08-27,63.919998,64.690002,63.320000,64.470001,47.921444,3802800
2010-08-30,64.199997,64.870003,63.889999,63.939999,47.527473,3007100
2010-08-31,63.610001,64.260002,63.279999,63.799999,47.423420,3966400
2010-09-01,64.839996,66.500000,64.400002,66.190002,49.199947,6207400
2010-09-02,66.519997,67.449997,66.519997,67.120003,49.891216,4991400
2010-09-03,67.500000,68.339996,67.309998,67.639999,50.277737,4317900
2010-09-07,67.220001,67.480003,66.730003,67.080002,49.861477,3024600
2010-09-08,67.099998,68.330002,67.099998,67.559998,50.218269,3622200
2010-09-09,68.419998,68.639999,67.470001,67.650002,50.285175,3312000
2010-09-10,67.849998,68.089996,67.550003,67.760002,50.366936,3600200
2010-09-13,68.389999,69.500000,67.269997,67.529999,50.195969,4532000
2010-09-14,67.540001,67.820000,67.400002,67.449997,50.136505,3912000
2010-09-15,67.309998,67.769997,66.970001,67.660004,50.292606,4227300
2010-09-16,66.870003,66.989998,66.220001,66.720001,49.593887,5561000
2010-09-17,66.849998,67.040001,66.099998,66.680000,49.564144,5438000
2010-09-20,67.059998,67.300003,66.570000,66.900002,49.727684,3417500
2010-09-21,67.449997,67.449997,66.790001,66.989998,49.794575,3937400
2010-09-22,66.970001,67.980003,66.970001,67.519997,50.188545,6831000
2010-09-23,66.879997,67.239998,66.040001,66.389999,49.348587,4042800
2010-09-24,66.930000,67.540001,66.930000,67.269997,50.002720,4637500
2010-09-27,67.419998,67.680000,67.080002,67.080002,49.861477,3187800
2010-09-28,67.339996,67.529999,66.379997,67.180000,49.935795,3699700
2010-09-29,66.830002,67.070000,66.239998,66.739998,49.608749,4560200
2010-09-30,67.110001,68.000000,66.650002,66.690002,49.571594,4538900
2010-10-01,67.160004,67.430000,66.169998,66.440002,49.385757,3910900
2010-10-04,66.250000,66.629997,65.440002,66.120003,49.147896,3936300
2010-10-05,66.879997,68.279999,66.510002,67.879997,50.456127,7262300
2010-10-06,68.000000,68.150002,67.699997,67.809998,50.404099,3600600
2010-10-07,68.190002,68.279999,67.019997,67.370003,50.077053,3442600
2010-10-08,67.559998,67.750000,66.919998,67.529999,50.195969,4287200
2010-10-11,67.449997,67.599998,66.959999,67.349998,50.062176,2811700
2010-10-12,67.099998,67.449997,66.260002,67.239998,49.980412,3010600
2010-10-13,67.910004,69.449997,67.730003,68.660004,51.035915,8406100
2010-10-14,68.550003,69.400002,68.529999,69.400002,51.585968,5099000
2010-10-15,69.709999,69.910004,69.000000,69.309998,51.519066,5733000
2010-10-18,69.440002,69.750000,68.730003,69.500000,51.660290,3982700
2010-10-19,68.830002,69.089996,67.690002,68.739998,51.095379,4388600
2010-10-20,68.739998,69.889999,68.739998,69.650002,51.771801,4773000
2010-10-21,69.949997,70.000000,68.610001,69.589996,51.727196,6172200
2010-10-22,69.610001,69.949997,69.120003,69.830002,51.905586,2969600
2010-10-25,69.940002,69.989998,69.250000,69.320000,51.526497,4036000
2010-10-26,69.040001,69.629997,68.669998,69.419998,51.600815,2869300
2010-10-27,68.940002,69.099998,67.449997,67.980003,50.530479,5400400
2010-10-28,68.250000,68.400002,66.970001,67.660004,50.292606,5237100
2010-10-29,67.459999,67.540001,67.000000,67.339996,50.054737,4329100
2010-11-01,67.379997,68.029999,66.930000,67.339996,50.054737,2841000
2010-11-02,67.980003,68.540001,67.910004,68.300003,50.768318,3069000
2010-11-03,68.309998,68.699997,67.699997,68.629997,51.013607,2704500
2010-11-04,69.089996,69.639999,68.680000,69.370003,51.563660,4203400
2010-11-05,69.339996,69.959999,69.279999,69.790001,51.875858,3685200
2010-11-08,69.610001,69.610001,68.949997,69.480003,51.645439,3304700
2010-11-09,69.830002,69.879997,68.739998,68.989998,51.281204,4615200
2010-11-10,68.260002,68.510002,67.610001,68.070000,50.944412,4962500
2010-11-11,67.769997,68.339996,67.480003,68.279999,51.101582,2770800
2010-11-12,68.089996,68.360001,67.760002,68.120003,50.981853,2802100
2010-11-15,68.230003,68.730003,67.940002,68.070000,50.944412,2456100
2010-11-16,67.699997,67.910004,66.900002,67.510002,50.525311,4070300
2010-11-17,67.400002,67.620003,66.970001,67.239998,50.323242,2560500
2010-11-18,67.930000,68.629997,67.750000,68.169998,51.019260,2885300
2010-11-19,68.209999,69.110001,67.870003,69.110001,51.722775,4166400
2010-11-22,68.769997,69.080002,68.150002,68.790001,51.483276,3441300
2010-11-23,68.010002,68.260002,67.430000,68.160004,51.011772,3775400
2010-11-24,68.550003,69.870003,68.550003,69.589996,52.081989,4635100
2010-11-26,69.089996,69.480003,68.949997,69.099998,51.715290,1842200
2010-11-29,68.959999,69.980003,68.589996,69.879997,52.299053,5209100
2010-11-30,69.260002,70.650002,69.059998,70.129997,52.486153,7606600
2010-12-01,70.970001,71.900002,70.870003,71.440002,53.466587,5762100
2010-12-02,71.449997,72.199997,71.430000,71.860001,53.780895,4513800
2010-12-03,71.440002,71.879997,70.870003,71.800003,53.736015,3859200
2010-12-06,71.669998,72.019997,71.220001,71.690002,53.653671,3498500
2010-12-07,72.150002,72.419998,71.599998,71.690002,53.653671,4994600
2010-12-08,71.739998,72.169998,71.389999,72.010002,53.893158,2932200
2010-12-09,72.309998,73.589996,72.300003,73.040001,54.664024,6291600
2010-12-10,73.349998,73.570000,72.349998,72.889999,54.551773,3404000
2010-12-13,73.239998,73.239998,72.709999,72.769997,54.461948,2979200
2010-12-14,73.040001,73.080002,72.139999,72.599998,54.334705,3857900
2010-12-15,72.160004,72.800003,72.019997,72.250000,54.072800,3520800
2010-12-16,72.250000,73.940002,71.570000,73.760002,55.202896,7250500
2010-12-17,73.739998,73.879997,72.879997,73.059998,54.678997,6813000
2010-12-20,73.430000,73.540001,72.330002,72.739998,54.439510,3515200
2010-12-21,73.000000,73.180000,72.860001,72.879997,54.544281,2127400
2010-12-22,73.059998,73.180000,72.669998,72.860001,54.529320,1531600
2010-12-23,72.879997,72.970001,72.500000,72.730003,54.432014,1540500
2010-12-27,72.500000,73.150002,72.370003,72.809998,54.491909,1612800
2010-12-28,72.949997,73.129997,72.680000,72.809998,54.491909,1632900
2010-12-29,72.790001,72.980003,72.540001,72.680000,54.394604,1484700
2010-12-30,72.669998,73.099998,72.519997,72.680000,54.394604,1443000
2010-12-31,72.650002,73.059998,72.500000,72.580002,54.319771,2054500
2011-01-03,73.180000,73.889999,72.860001,72.949997,54.596676,4232600
2011-01-04,72.889999,73.139999,72.339996,72.790001,54.476910,3834900
2011-01-05,72.160004,73.209999,72.139999,72.900002,54.559258,3391300
2011-01-06,72.879997,72.989998,72.209999,72.489998,54.252399,3354100
2011-01-07,72.809998,72.919998,71.000000,72.150002,53.997940,7145200
2011-01-10,71.739998,72.529999,71.470001,72.139999,53.990452,2783300
2011-01-11,72.300003,72.330002,71.279999,71.750000,53.698582,3020900
2011-01-12,72.239998,72.400002,71.760002,71.949997,53.848259,2498300
2011-01-13,71.849998,72.470001,71.559998,72.250000,54.072800,2397900
2011-01-14,72.059998,72.870003,72.029999,72.480003,54.244904,2422900
2011-01-18,72.699997,73.199997,72.650002,73.019997,54.649059,4370800
2011-01-19,72.900002,73.089996,71.790001,72.180000,54.020390,3354500
2011-01-20,72.389999,72.849998,71.980003,72.660004,54.379639,4188200
2011-01-21,73.019997,73.089996,72.449997,72.889999,54.551773,4601400
2011-01-24,72.769997,73.250000,72.440002,73.209999,54.791252,3255700
2011-01-25,73.180000,73.400002,72.459999,72.830002,54.506863,3820100
2011-01-26,73.029999,73.300003,72.480003,72.870003,54.536804,2825700
2011-01-27,73.150002,73.400002,72.449997,72.910004,54.566742,3096100
2011-01-28,72.930000,72.959999,70.639999,70.730003,52.935192,5646400
2011-01-31,70.809998,71.660004,70.349998,71.620003,53.601273,5369500
2011-02-01,74.000000,75.190002,73.779999,74.589996,55.824070,12457000
2011-02-02,74.779999,74.839996,73.900002,74.040001,55.412457,4992300
2011-02-03,74.019997,74.559998,73.900002,74.290001,55.599545,4063600
2011-02-04,74.459999,74.599998,73.599998,74.339996,55.636959,2959000
2011-02-07,74.250000,74.440002,73.550003,74.250000,55.569622,4781300
2011-02-08,74.110001,74.580002,73.839996,74.470001,55.734264,2959400
2011-02-09,74.190002,74.580002,73.459999,74.580002,55.816593,3056400
2011-02-10,73.690002,75.000000,73.559998,74.769997,56.351688,5216900
2011-02-11,74.650002,75.629997,74.389999,75.320000,56.766212,4248300
2011-02-14,75.099998,75.320000,74.589996,74.800003,56.374290,3273900
2011-02-15,74.779999,75.190002,74.190002,74.800003,56.374290,3874900
2011-02-16,74.860001,75.800003,74.860001,75.660004,57.022453,4256300
2011-02-17,75.330002,76.389999,75.169998,76.330002,57.527401,3835700
2011-02-18,76.470001,77.000000,76.089996,76.470001,57.632938,5038700
2011-02-22,75.580002,75.870003,74.309998,74.610001,56.231110,5887000
2011-02-23,74.750000,75.300003,72.830002,73.470001,55.371910,7181200
2011-02-24,73.230003,74.169998,73.019997,73.680000,55.530190,5193800
2011-02-25,73.980003,74.050003,73.300003,73.459999,55.364388,3729300
2011-02-28,73.779999,74.379997,73.459999,73.800003,55.620628,3680100
2011-03-01,73.760002,73.949997,71.959999,72.349998,54.527821,6660100
2011-03-02,72.150002,72.900002,71.269997,72.269997,54.467525,6457400
2011-03-03,72.750000,73.720001,72.529999,73.459999,55.364388,3913700
2011-03-04,73.559998,73.650002,71.629997,72.440002,54.595646,4913300
2011-03-07,72.669998,72.940002,71.279999,71.800003,54.113319,3597400
2011-03-08,72.169998,73.279999,71.870003,72.820000,54.882050,3889800
2011-03-09,72.470001,73.540001,72.029999,73.250000,55.206108,4058300
2011-03-10,72.360001,73.769997,72.250000,73.110001,55.100578,4873500
2011-03-11,73.000000,74.519997,73.000000,74.089996,55.839199,4736900
2011-03-14,73.339996,73.610001,72.300003,73.190002,55.160896,4789700
2011-03-15,71.900002,72.279999,71.430000,71.809998,54.120827,5519100
2011-03-16,71.760002,71.779999,70.209999,70.379997,53.043079,7607300
2011-03-17,72.610001,72.800003,71.160004,71.610001,53.970100,8259800
2011-03-18,72.580002,72.599998,71.279999,71.599998,53.962555,5949600
2011-03-21,72.570000,73.400002,72.339996,72.839996,54.897102,3825300
2011-03-22,72.790001,72.919998,71.849998,72.050003,54.301727,3932800
2011-03-23,71.660004,71.910004,71.339996,71.620003,53.977634,4445500
2011-03-24,71.809998,72.139999,71.599998,72.099998,54.339401,3982600
2011-03-25,72.139999,72.589996,71.989998,72.040001,54.294189,3459600
2011-03-28,72.260002,74.059998,72.260002,73.519997,55.409595,4499600
2011-03-29,73.290001,73.900002,73.089996,73.849998,55.658314,2472600
2011-03-30,74.160004,74.900002,73.949997,74.500000,56.148190,3960700
2011-03-31,74.360001,74.949997,74.239998,74.320000,56.012543,3307900
2011-04-01,74.989998,75.139999,74.279999,74.480003,56.133118,3620300
2011-04-04,74.589996,74.849998,74.400002,74.739998,56.329102,2306900
2011-04-05,74.430000,74.879997,74.070000,74.150002,55.884418,2842400
2011-04-06,74.300003,74.610001,73.949997,74.470001,56.125595,2703900
2011-04-07,74.239998,74.410004,73.690002,74.000000,55.771362,2652000
2011-04-08,74.110001,74.129997,72.839996,73.250000,55.206108,4208900
2011-04-11,73.129997,73.300003,72.550003,73.209999,55.175953,3487800
2011-04-12,72.760002,73.849998,72.760002,73.230003,55.191048,3184300
2011-04-13,73.459999,73.519997,72.320000,72.610001,54.723766,3639300
2011-04-14,72.290001,72.970001,72.120003,72.410004,54.573032,3412500
2011-04-15,72.599998,72.959999,72.349998,72.709999,54.799129,3606700
2011-04-18,71.809998,72.040001,71.480003,71.919998,54.203728,3448700
2011-04-19,71.849998,72.150002,71.690002,71.980003,54.248962,2705300
2011-04-20,72.750000,73.419998,72.389999,72.709999,54.799129,3003300
2011-04-21,72.980003,73.500000,72.779999,73.169998,55.145828,2613600
2011-04-25,73.080002,74.089996,72.820000,73.639999,55.500061,3831100
2011-04-26,74.919998,75.000000,74.040001,74.300003,55.997459,4294800
2011-04-27,74.639999,74.650002,73.680000,74.269997,55.974861,3410700
2011-04-28,73.989998,74.989998,73.989998,74.809998,56.381844,2885200
2011-04-29,74.849998,75.339996,74.620003,74.970001,56.502407,4400000
2011-05-02,75.339996,75.580002,74.500000,74.870003,56.427063,2452700
2011-05-03,74.660004,75.239998,74.500000,75.089996,56.592865,3481700
2011-05-04,74.970001,75.239998,73.739998,74.250000,55.959789,4214700
2011-05-05,73.750000,74.930000,73.580002,73.959999,55.741207,5406300
2011-05-06,74.900002,74.949997,74.000000,74.099998,55.846725,3976200
2011-05-09,74.010002,74.059998,73.580002,73.699997,55.545273,3403200
2011-05-10,73.860001,74.709999,73.860001,74.370003,56.050220,2871700
2011-05-11,74.500000,74.949997,74.220001,74.650002,56.261242,4816300
2011-05-12,74.279999,74.430000,73.690002,74.339996,56.420628,3793500
2011-05-13,74.430000,74.709999,73.790001,74.139999,56.268833,3773000
2011-05-16,74.000000,74.300003,73.629997,73.800003,56.010784,3810400
2011-05-17,73.589996,73.739998,73.019997,73.419998,55.722385,4723300
2011-05-18,73.410004,74.059998,72.930000,73.839996,56.041157,3114300
2011-05-19,74.000000,74.650002,73.959999,74.300003,56.390270,3354900
2011-05-20,74.070000,74.389999,73.949997,74.050003,56.200527,4704800
2011-05-23,73.370003,73.650002,72.699997,73.500000,55.783119,4397400
2011-05-24,73.550003,73.580002,72.709999,72.910004,55.335323,3790300
2011-05-25,72.680000,73.040001,72.589996,72.800003,55.251846,4145200
2011-05-26,72.599998,73.300003,72.290001,72.970001,55.380856,4098800
2011-05-27,73.339996,73.419998,72.739998,72.959999,55.373264,2702200
2011-05-31,73.269997,73.830002,73.139999,73.489998,55.775517,4642000
2011-06-01,73.510002,73.680000,72.260002,72.300003,54.872364,6098900
2011-06-02,72.599998,72.989998,71.870003,72.320000,54.887539,4694800
2011-06-03,71.760002,71.760002,70.839996,71.150002,53.999577,5370200
2011-06-06,70.940002,71.169998,70.120003,70.360001,53.399975,3988800
2011-06-07,70.349998,70.540001,69.690002,69.750000,52.937042,4596400
2011-06-08,69.459999,69.809998,69.019997,69.260002,52.565144,4896600
2011-06-09,69.559998,69.709999,69.250000,69.290001,52.587914,4299600
2011-06-10,69.050003,69.290001,68.129997,68.500000,51.988331,4866900
2011-06-13,68.419998,68.879997,68.269997,68.459999,51.957985,4534800
2011-06-14,69.239998,69.589996,68.800003,69.209999,52.527203,4270600
2011-06-15,68.790001,69.300003,68.480003,69.110001,52.451298,5497300
2011-06-16,69.010002,69.580002,68.620003,69.050003,52.405754,4450200
2011-06-17,69.639999,69.830002,69.169998,69.169998,52.496838,5584200
2011-06-20,68.949997,69.769997,68.800003,69.300003,52.595512,3058400
2011-06-21,69.779999,70.870003,69.699997,70.650002,53.620090,4478600
2011-06-22,71.180000,71.750000,71.080002,71.110001,53.969204,5037100
2011-06-23,70.190002,71.529999,70.110001,71.320000,54.128574,5557400
2011-06-24,71.250000,71.489998,70.510002,71.120003,53.976791,4743900
2011-06-27,71.150002,71.610001,70.860001,71.440002,54.219677,2932700
2011-06-28,71.620003,72.290001,71.470001,72.050003,54.682636,3440200
2011-06-29,72.360001,72.480003,71.559998,71.980003,54.629513,3857200
2011-06-30,72.300003,73.180000,72.160004,72.930000,55.350510,4070000
2011-07-01,73.089996,74.120003,72.900002,73.959999,56.132202,3674300
2011-07-05,74.000000,74.000000,73.360001,73.779999,55.995617,2834400
2011-07-06,73.750000,74.980003,73.730003,74.500000,56.542046,4803500
2011-07-07,74.919998,75.800003,74.599998,75.370003,57.202354,4707200
2011-07-08,74.790001,74.949997,74.129997,74.570000,56.595181,4053100
2011-07-11,74.150002,74.160004,73.209999,73.739998,55.965267,3704100
2011-07-12,73.500000,74.070000,73.169998,73.250000,55.593357,3836900
2011-07-13,73.650002,74.150002,73.209999,73.419998,55.722385,2704700
2011-07-14,73.410004,74.019997,72.959999,73.360001,55.676857,3552200
2011-07-15,73.650002,73.650002,72.330002,73.080002,55.464340,4210000
